ID_REF,VALUE,Description
442184_at,3.7731,"olfactory receptor, family 2, subfamily B, member 3"
442186_at,3.4004,"olfactory receptor, family 2, subfamily J, member 3"
442191_at,3.7301,"olfactory receptor, family 14, subfamily J, member 1"
442194_at,3.4628,"olfactory receptor, family 10, subfamily C, member 1"
442213_at,3.9389,chromosome 6 open reading frame 138
442721_at,3.7511,leiomodin 2 (cardiac)
443_at,3.87,aspartoacylase
4438_at,3.6255,homolog 4 (E. coli)
4440_at,3.9035,homolog 1 (Drosophila)
4477_at,3.5348,beta-
4481_at,3.8302,scavenger receptor 1
4547_at,3.5388,triglyceride transfer protein
4588_at,3.9666,"6, oligomeric mucus/gel-forming"
4589_at,3.8811,"7, secreted"
4593_at,3.7068,"skeletal, receptor tyrosine kinase"
460_at,3.6926,astrotactin 1
4604_at,3.7103,"binding protein C, slow type"
4606_at,3.849,"binding protein C, fast type"
4613_at,3.9033,"myelocytomatosis viral related oncogene, neuroblastoma derived (avian)"
4617_at,3.5111,factor 5
4618_at,3.6494,factor 6 (herculin)
4619_at,3.6132,"heavy chain 1, skeletal muscle, adult"
462_at,3.4791,"serpin peptidase inhibitor, clade C (antithrombin), member 1"
4620_at,3.3575,"heavy chain 2, skeletal muscle, adult"
4622_at,3.2871,"heavy chain 4, skeletal muscle"
4624_at,3.9052,"heavy chain 6, cardiac muscle, alpha"
4626_at,3.7063,"heavy chain 8, skeletal muscle, perinatal"
4629_at,3.9083,"heavy chain 11, smooth muscle"
4632_at,3.7833,"light chain 1, alkali; skeletal, fast"
4640_at,3.9379,IA
4656_at,3.7731,(myogenic factor 4)
4675_at,3.4746,assembly protein 1-like 3
4684_at,3.8897,cell adhesion molecule 1
4685_at,3.5419,cell adhesion molecule 2
4693_at,3.5494,disease (pseudoglioma)
474_at,3.5713,atonal homolog 1 (Drosophila)
4741_at,3.8459,medium polypeptide
474171_at,3.6644,uncharacterized STGC3
474344_at,3.5366,"GTPase, IMAP family member 6"
4744_at,3.4917,heavy polypeptide
4747_at,3.6623,light polypeptide
4760_at,3.9173,differentiation 1
477_at,3.5972,"ATPase, Na+/K+ transporting, alpha 2 polypeptide"
4773_at,3.7221,"factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"
478_at,3.9528,"ATPase, Na+/K+ transporting, alpha 3 polypeptide"
480_at,3.5495,"ATPase, Na+/K+ transporting, alpha 4 polypeptide"
4808_at,3.6664,helix loop helix 2
4818_at,3.8626,killer cell group 7 sequence
4825_at,3.8874,homeobox 1
4826_at,3.9665,
4829_at,3.924,B receptor
4838_at,3.9636,homolog (mouse)
4842_at,3.8548,oxide synthase 1 (neuronal)
4852_at,3.6124,Y
4857_at,3.719,ventral antigen 1
4858_at,3.8125,ventral antigen 2
4861_at,3.929,PAS domain protein 1
4868_at,3.7904,"1, congenital, Finnish type (nephrin)"
487_at,3.7562,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1"
4878_at,3.8958,peptide A
4880_at,3.7815,peptide C
4885_at,3.5163,pentraxin II
4886_at,3.5501,Y receptor Y1
4887_at,3.7044,Y receptor Y2
4892_at,3.7478,anchoring protein
4901_at,3.915,retina leucine zipper
491_at,3.8111,"ATPase, Ca++ transporting, plasma membrane 2"
4914_at,3.6605,"tyrosine kinase, receptor, type 1"
4915_at,3.873,"tyrosine kinase, receptor, type 2"
4917_at,3.6038,3
492_at,3.7562,"ATPase, Ca++ transporting, plasma membrane 3"
4920_at,3.9523,tyrosine kinase-like orphan receptor 2
492307_at,3.8666,chromosome 8 open reading frame 22
494470_at,3.6478,ring finger protein 165
495_at,3.7926,"ATPase, H+/K+ exchanging, alpha polypeptide"
4958_at,3.9614,
496_at,3.696,"ATPase, H+/K+ exchanging, beta polypeptide"
4969_at,3.6632,
497189_at,3.9569,"TRAF-interacting protein with forkhead-associated domain, family member B"
497258_at,3.644,BDNF antisense RNA 1 (non-protein coding)
4975_at,3.4712,marker protein
4978_at,3.9372,binding protein/cell adhesion molecule-like
4986_at,3.6506,"receptor, kappa 1"
49860_at,3.9503,cornulin
49861_at,3.9471,claudin 20
4988_at,3.643,"receptor, mu 1"
4990_at,3.8122,homeobox 6
4993_at,3.8068,"receptor, family 2, subfamily C, member 1"
4994_at,3.4292,"receptor, family 3, subfamily A, member 1"
4995_at,3.5367,"receptor, family 3, subfamily A, member 2"
5004_at,3.5092,1
5005_at,3.7099,2
5008_at,3.5504,M
5009_at,3.6469,carbamoyltransferase
5015_at,3.5184,homeobox 2
5020_at,3.5526,prepropeptide
5024_at,3.8119,"receptor P2X, ligand-gated ion channel, 3"
5028_at,3.4768,"receptor P2Y, G-protein coupled, 1"
5030_at,3.8523,"receptor P2Y, G-protein coupled, 4"
503542_at,3.9485,shadow of prion protein homolog (zebrafish)
503569_at,3.764,uncharacterized protein FLJ35946
5047_at,3.7193,endometrial protein
50487_at,3.9729,"phospholipase A2, group III"
50507_at,3.4114,NADPH oxidase 4
50508_at,3.6167,NADPH oxidase 3
50514_at,3.6139,deleted in esophageal cancer 1
5053_at,3.3472,hydroxylase
50604_at,3.8532,interleukin 20
50613_at,3.5734,ubiquilin 3
50615_at,3.944,interleukin 21 receptor
50616_at,3.8851,interleukin 22
5063_at,3.7781,protein (Cdc42/Rac)-activated kinase 3
50632_at,3.4482,calcyon neuron-specific vesicular protein
50652_at,3.4428,prostate cancer antigen 3 (non-protein coding)
5067_at,3.5623,3 (plasmacytoma associated)
50674_at,3.7471,neurogenin 3
5068_at,3.7348,islet-derived 3 alpha
50700_at,3.7193,retinol dehydrogenase 8 (all-trans)
5071_at,3.6585,"protein 2, E3 ubiquitin protein ligase (parkin)"
5075_at,3.747,box 1
5078_at,3.7902,box 4
50835_at,3.8003,"taste receptor, type 2, member 9"
50836_at,3.4527,"taste receptor, type 2, member 8"
50837_at,3.5573,"taste receptor, type 2, member 7"
50838_at,3.9168,"taste receptor, type 2, member 13"
50839_at,3.8651,"taste receptor, type 2, member 10"
50846_at,3.6474,desert hedgehog
50852_at,3.8387,T cell receptor associated transmembrane adaptor 1
50859_at,3.5552,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3"
50863_at,3.8988,neurotrimin
50939_at,3.5596,interphotoreceptor matrix proteoglycan 2
50940_at,3.5679,phosphodiesterase 11A
50944_at,3.7605,SH3 and multiple ankyrin repeat domains 1
50945_at,3.1823,T-box 22
50964_at,3.8285,sclerostin
5100_at,3.3969,8
51046_at,3.6439,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
5105_at,3.8136,carboxykinase 1 (soluble)
51059_at,3.8679,"family with sequence similarity 135, member B"
51145_at,3.6057,erythrocyte transmembrane protein
51146_at,3.9469,"alpha-1,4-N-acetylglucosaminyltransferase"
51151_at,3.8759,"solute carrier family 45, member 2"
51156_at,3.6968,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10"
51198_at,3.5883,chromosome 9 open reading frame 53
51206_at,3.6783,glycoprotein VI (platelet)
51208_at,3.8767,claudin 18
5121_at,3.6026,cell protein 4
5122_at,3.5996,convertase subtilisin/kexin type 1
51237_at,3.6024,marginal zone B and B1 cell-specific protein
51266_at,3.8977,"C-type lectin domain family 1, member B"
51270_at,3.4605,"transcription factor Dp family, member 3"
51289_at,3.7757,relaxin/insulin-like family peptide receptor 3
51298_at,3.9061,Theg homolog (mouse)
51301_at,3.8914,"glucosaminyl (N-acetyl) transferase 4, core 2"
51302_at,3.8277,"cytochrome P450, family 39, subfamily A, polypeptide 1"
51305_at,3.9716,"potassium channel, subfamily K, member 9"
51314_at,3.5045,thioredoxin domain containing 3 (spermatozoa)
5132_at,3.4234,
51334_at,3.797,proline rich 16
51338_at,3.4873,"membrane-spanning 4-domains, subfamily A, member 4"
51352_at,3.6283,WT1 antisense RNA (non-protein coding)
5136_at,3.6065,"1A, calmodulin-dependent"
51365_at,3.5316,phospholipase A1 member A
5137_at,3.9347,"1C, calmodulin-dependent 70kDa"
51384_at,3.888,"wingless-type MMTV integration site family, member 16"
5139_at,3.7082,"3A, cGMP-inhibited"
51411_at,3.9,bridging integrator 2
51412_at,3.9024,actin-like 6B
5144_at,3.9724,"4D, cAMP-specific"
5145_at,3.8075,"6A, cGMP-specific, rod, alpha"
5146_at,3.2263,"6C, cGMP-specific, cone, alpha prime"
51471_at,3.5395,"N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)"
51473_at,3.5999,doublecortin domain containing 2
5149_at,3.5107,"6H, cGMP-specific, cone, gamma"
51555_at,3.7981,peroxisomal biogenesis factor 5-like
51557_at,3.3589,"lengsin, lens protein with glutamine synthetase domain"
5156_at,3.3805,"growth factor receptor, alpha polypeptide"
51617_at,3.6959,HMP19 protein
51666_at,3.803,ankyrin repeat and SOCS box containing 4
5168_at,3.9143,pyrophosphatase/phosphodiesterase 2
5169_at,3.8188,pyrophosphatase/phosphodiesterase 3
51705_at,3.7078,endomucin
51716_at,3.7215,carboxylesterase 1 pseudogene 1
5172_at,3.7003,"carrier family 26, member 4"
51738_at,3.8156,ghrelin/obestatin prepropeptide
51764_at,3.7357,"guanine nucleotide binding protein (G protein), gamma 13"
51778_at,3.5398,myozenin 2
5178_at,3.5732,expressed 3
5179_at,3.9381,
51802_at,3.5604,"amiloride-sensitive cation channel 5, intestinal"
51806_at,3.5218,calmodulin-like 5
51807_at,3.9515,"tubulin, alpha 8"
5196_at,3.8421,factor 4
5197_at,3.487,factor 4 variant 1
5199_at,3.6455,factor properdin
5207_at,3.8493,1
5224_at,3.8477,mutase 2 (muscle)
5239_at,3.9362,5
5241_at,3.6868,receptor
5243_at,3.722,"cassette, sub-family B (MDR/TAP), member 1"
5273_at,3.6335,"peptidase inhibitor, clade B (ovalbumin), member 10"
5275_at,3.6926,"peptidase inhibitor, clade B (ovalbumin), member 13"
5276_at,3.8535,"peptidase inhibitor, clade I (pancpin), member 2"
5294_at,3.7482,"catalytic, gamma polypeptide"
5314_at,3.7381,kidney and hepatic disease 1 (autosomal recessive)
5319_at,3.7488,"A2, group IB (pancreas)"
5322_at,3.9782,"A2, group V"
5332_at,3.7185,"C, beta 4"
53336_at,3.4399,"CPX chromosome region, candidate 1"
5334_at,3.613,C-like 1
53347_at,3.5427,ubiquitin associated and SH3 domain containing A
53353_at,3.5081,low density lipoprotein receptor-related protein 1B
5340_at,3.2844,
5348_at,3.9028,domain containing ion transport regulator 1
5350_at,3.6196,
5354_at,3.4296,protein 1
53616_at,3.8059,ADAM metallopeptidase domain 22
53630_at,3.6111,"beta-carotene 15,15'-monooxygenase 1"
53632_at,3.862,"protein kinase, AMP-activated, gamma 3 non-catalytic subunit"
5368_at,3.6918,
5370_at,3.7462,"hormone-like 2, pseudogene"
5375_at,3.384,myelin protein 2
53828_at,3.5438,FXYD domain containing ion transport regulator 4
53829_at,3.6926,"purinergic receptor P2Y, G-protein coupled, 13"
53841_at,3.7008,cadherin-related family member 5
53904_at,3.7241,myosin IIIA
53919_at,3.5701,"solute carrier organic anion transporter family, member 1C1"
53940_at,3.4069,"ferritin, heavy polypeptide-like 17"
53942_at,3.8265,contactin 5
5396_at,3.8907,related homeobox 1
5406_at,3.6525,lipase
54065_at,3.6323,"family with sequence similarity 165, member B"
5407_at,3.8679,lipase-related protein 1
54072_at,3.6403,long intergenic non-protein coding RNA 158
5408_at,3.8312,lipase-related protein 2
54084_at,3.5856,thrombospondin-type laminin G domain and EAR repeats
54088_at,3.7232,long intergenic non-protein coding RNA 113
54097_at,3.8381,"family with sequence similarity 3, member B"
54102_at,3.9213,chloride intracellular channel 6
54112_at,3.4087,G protein-coupled receptor 88
54143_at,3.934,long intergenic non-protein coding RNA 308
54207_at,3.7412,"potassium channel, subfamily K, member 10"
54221_at,3.6702,"syntrophin, gamma 2"
54329_at,3.8057,G protein-coupled receptor 85
54345_at,3.5245,SRY (sex determining region Y)-box 18
54360_at,3.5765,cytokine-like 1
54363_at,3.7602,hydroxyacid oxidase (glycolate oxidase) 1
5444_at,3.929,1
54457_at,3.6083,"TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa"
5449_at,3.3851,class 1 homeobox 1
5450_at,3.8303,class 2 associating factor 1
54511_at,3.8754,3-hydroxymethyl-3-methylglutaryl-CoA lyase-like 1
54514_at,3.7391,DEAD (Asp-Glu-Ala-Asp) box polypeptide 4
5452_at,3.8022,class 2 homeobox 2
5453_at,3.8065,class 3 homeobox 1
5454_at,3.9065,class 3 homeobox 2
54544_at,3.7731,cysteine-rich C-terminal 1
5455_at,3.7989,class 3 homeobox 3
54558_at,3.8499,spermatogenesis associated 6
5458_at,3.6228,class 4 homeobox 2
54586_at,3.7571,chromosome 9 open reading frame 11
5459_at,3.3395,class 4 homeobox 3
54661_at,3.4397,protocadherin beta 17 pseudogene
54674_at,3.9695,leucine rich repeat neuronal 3
5470_at,3.5144,"phosphatase, EF-hand calcium binding domain 2"
54714_at,3.541,cyclic nucleotide gated channel beta 3
5475_at,3.6468,"phosphatase, EF-hand calcium binding domain 1"
54752_at,3.491,fibronectin type III domain containing 8
54757_at,3.5775,"family with sequence similarity 20, member A"
54763_at,3.7531,rhophilin associated tail protein 1
54768_at,3.9548,"HYDIN, axonemal central pair apparatus protein"
54769_at,3.4441,"DIRAS family, GTP-binding RAS-like 2"
54777_at,3.95,tetratricopeptide repeat domain 40
54798_at,3.6785,dachsous 2 (Drosophila)
54829_at,3.7418,asporin
54860_at,3.8042,"membrane-spanning 4-domains, subfamily A, member 12"
54873_at,3.7283,palmdelphin
54886_at,3.7652,lipid phosphate phosphatase-related protein type 1
54898_at,3.924,ELOVL fatty acid elongase 2
54905_at,3.8881,"cytochrome P450, family 2, subfamily W, polypeptide 1"
54922_at,3.8855,Ras interacting protein 1
54941_at,3.9362,ring finger protein 125
54959_at,3.6613,"odontogenic, ameloblast asssociated"
54988_at,3.6824,acyl-CoA synthetase medium-chain family member 5
55018_at,3.6276,long intergenic non-protein coding RNA 483
55022_at,3.863,phosphotyrosine interaction domain containing 1
55036_at,3.9435,coiled-coil domain containing 40
5506_at,3.3397,"phosphatase 1, regulatory subunit 3A"
55079_at,3.5542,FEZ family zinc finger 2
55089_at,3.5262,"solute carrier family 38, member 4"
551_at,3.8299,arginine vasopressin
55117_at,3.5882,"solute carrier family 6 (neutral amino acid transporter), member 15"
55118_at,3.782,cartilage acidic protein 1
55124_at,3.935,piwi-like 2 (Drosophila)
55130_at,3.8071,armadillo repeat containing 4
55175_at,3.9121,kelch-like 11 (Drosophila)
55195_at,3.4338,chromosome 14 open reading frame 105
552_at,3.9321,arginine vasopressin receptor 1A
55211_at,3.4667,developmental pluripotency associated 4
55259_at,3.8265,cancer susceptibility candidate 1
55273_at,3.4502,transmembrane protein 100
55286_at,3.7806,chromosome 4 open reading frame 19
55301_at,3.7762,oleoyl-ACP hydrolase
55303_at,3.7353,"GTPase, IMAP family member 4"
55336_at,3.7417,F-box and leucine-rich repeat protein 8
5535_at,3.5308,"phosphatase 3, regulatory subunit B, beta"
55350_at,3.7192,vanin 3
55363_at,3.5281,hemogen
55370_at,3.9501,"protein phosphatase 4, regulatory subunit 1-like"
5539_at,3.6665,polypeptide
554_at,3.9439,arginine vasopressin receptor 2
55410_at,3.5,non-protein coding RNA 185
5542_at,3.6587,protein BstNI subfamily 1
554201_at,3.4939,uncharacterized LOC554201
55423_at,3.8992,signal-regulatory protein gamma
554279_at,3.8907,chromosome 1 open reading frame 98
5545_at,3.8263,protein BstNI subfamily 4
55472_at,3.7119,chromosome 8 open reading frame 39
55510_at,3.8013,DEAD (Asp-Glu-Ala-Asp) box polypeptide 43
55511_at,3.588,sarcoma antigen 1
55521_at,3.4628,tripartite motif containing 36
55530_at,3.9043,SV2 related protein homolog (rat)
55531_at,3.5998,ELMO/CED-12 domain containing 1
55532_at,3.4596,"solute carrier family 30, member 10"
55534_at,3.9399,mastermind-like 3 (Drosophila)
55554_at,3.9258,kallikrein-related peptidase 15
55584_at,3.6135,"cholinergic receptor, nicotinic, alpha 9"
55586_at,3.8269,myo-inositol oxygenase
55600_at,3.7106,intelectin 1 (galactofuranose binding)
55605_at,3.7286,kinesin family member 21A
55619_at,3.654,dedicator of cytokinesis 10
55628_at,3.857,zinc finger protein 407
5570_at,3.5778,"kinase (cAMP-dependent, catalytic) inhibitor beta"
5579_at,3.9629,"kinase C, beta"
55799_at,3.7306,"calcium channel, voltage-dependent, alpha 2/delta subunit 3"
55801_at,3.49,interleukin 26
55811_at,3.7352,adenylate cyclase 10 (soluble)
55821_at,3.7969,allantoicase
55843_at,3.8495,Rho GTPase activating protein 15
55867_at,3.7981,"solute carrier family 22 (organic anion/urate transporter), member 11"
55879_at,3.9093,"gamma-aminobutyric acid (GABA) receptor, theta"
55908_at,3.8123,chromosome 19 open reading frame 80
55911_at,3.9538,apolipoprotein B receptor
5592_at,3.7922,"kinase, cGMP-dependent, type I"
55966_at,3.9267,adherens junctions associated protein 1
56_at,3.8018,acrosomal vesicle protein 1
56000_at,3.4446,nuclear RNA export factor 3
56097_at,3.5613,"protocadherin gamma subfamily C, 5"
56098_at,3.9434,"protocadherin gamma subfamily C, 4"
56099_at,3.441,"protocadherin gamma subfamily B, 7"
56100_at,3.4865,"protocadherin gamma subfamily B, 6"
56105_at,3.432,"protocadherin gamma subfamily A, 11"
56121_at,3.974,protocadherin beta 15
56123_at,3.5968,protocadherin beta 13
56124_at,3.5571,protocadherin beta 12
56125_at,3.7469,protocadherin beta 11
56126_at,3.7669,protocadherin beta 10
56127_at,3.7107,protocadherin beta 9
56129_at,3.8539,protocadherin beta 7
56130_at,3.4442,protocadherin beta 6
56132_at,3.3769,protocadherin beta 3
56134_at,3.6416,"protocadherin alpha subfamily C, 2"
56135_at,3.782,"protocadherin alpha subfamily C, 1"
56142_at,3.665,protocadherin alpha 6
56143_at,3.6096,protocadherin alpha 5
56146_at,3.7259,protocadherin alpha 2
56154_at,3.5553,testis expressed 15
56157_at,3.8931,testis expressed 13A
56158_at,3.5265,testis expressed 12
56159_at,3.6549,testis expressed 11
56163_at,3.741,ring finger protein 17
56165_at,3.3923,tudor domain containing 1
5617_at,3.8972,
56171_at,3.8697,"dynein, axonemal, heavy chain 7"
5618_at,3.7099,receptor
5620_at,3.3768,2
56203_at,3.3585,leiomodin 3 (fetal)
5623_at,3.9424,
5624_at,3.6901,C (inactivator of coagulation factors Va and VIIIa)
56244_at,3.5856,butyrophilin-like 2 (MHC class II associated)
56253_at,3.655,cytotoxic and regulatory T cell molecule
56269_at,3.5263,"immunity-related GTPase family, cinema"
563_at,3.8666,"alpha-2-glycoprotein 1, zinc-binding"
56300_at,3.8089,"interleukin 36, gamma"
56311_at,3.9182,ankyrin repeat domain 7
56413_at,3.5248,leukotriene B4 receptor 2
5644_at,3.9306,"serine, 1 (trypsin 1)"
56479_at,3.6843,"potassium voltage-gated channel, KQT-like subfamily, member 5"
5657_at,3.6139,3
5662_at,3.4264,and Sec7 domain containing
56651_at,3.7595,long intergenic non-protein coding RNA 470
56656_at,3.578,"olfactory receptor, family 2, subfamily S, member 2"
56659_at,3.6509,"potassium channel, subfamily K, member 13"
